region_number,s_num,yr,pct_no_particpate,pct_no_adult,pct_offered_drugs,pct_bullied,pct_bullied_others,pct_cyberbully,pct_cyberbully_others,pct_sexual_comment,pct_sad_activity,pct_sad_adult,pct_consider_sui,pct_asked_help,pct_plan_sui,avg_sui_attempts,pct_tell_adult,pct_sui_training,avg_peer_rel,avg_adult_rel,avg_worry_violence,avg_bully_prob,avg_envi,locality_grouping,division_number,sch_id,region_name,division_name,school_name
5,733,2022,19.6,5.5,14.2,19.9,4.6,28.8,6.3,34.2,45.4,38.1,14.6,40.2,68.2,1.2,73.1,14.5,4,4.4,2.7,3.7,3.4,school,005,0050750,Valley,Amherst County,Amherst County High
8,399,2022,19.6,5.7,8.5,20.3,3.3,22.3,3,27.6,38.8,41.1,12.3,38.8,55.1,0.9,81.7,16.3,4.1,4.4,2.7,3.8,3.3,school,006,0060260,Southside,Appomattox County,Appomattox County High
4,1752,2022,10.6,2.8,14.7,9.9,3.4,21.6,7.4,28.7,31.7,52.3,10.4,41.2,63.2,1,74.4,37.4,4.5,4.6,2.4,3.2,3.9,school,007,0070330,Northern Virginia,Arlington County,Yorktown High
5,574,2022,17,4.2,12.5,19.3,4,27.7,5.6,33.6,42.9,50.7,12.9,35.1,50,0.9,73.5,16.2,4.2,4.6,2.2,3.3,3.9,school,008,0080670,Valley,Augusta County,Fort Defiance High
5,288,2022,15.9,3.1,5.6,16.3,3.8,20.8,4.5,24,35.4,45.1,10.1,41.4,55.2,1.4,81.9,14.6,4.4,4.8,2.1,3,4.1,school,008,0080680,Valley,Augusta County,Riverheads High
5,500,2022,16.8,3.4,18.6,18,5.6,36.4,9,36.2,40.8,43.2,13.2,50,63.6,1.3,78.4,17.2,4.2,4.5,2.2,3.2,3.7,school,008,0080730,Valley,Augusta County,Stuarts Draft High
5,132,2022,21.3,2.8,19.7,21.2,8.3,37.9,7.6,34.1,53.8,56.8,16.7,18.2,59.1,1.1,75,13.6,4.3,4.7,2.2,3.2,3.8,school,009,0090140,Valley,Bath County,Bath County High
5,753,2022,17.8,5.9,15.6,18.3,6.5,26.7,7.8,30.5,42,39.2,12.5,40.4,55.3,1.2,70.1,18.5,4,4.3,2.6,3.6,3.4,school,010,0101190,Valley,Bedford County,Staunton River High
5,1070,2022,13,5.6,12.1,11.4,3.1,19.3,4.4,28.9,38.8,44,10,41.1,53.3,1.2,75.9,18.4,4.3,4.4,2.5,3.4,3.5,school,010,0101212,Valley,Bedford County,Jefferson Forest High
6,410,2022,15.3,2.5,18.9,18.5,6.3,33.2,6.6,28.8,40.2,45.6,15.1,43.5,61.3,1.3,81.7,21,4.3,4.7,2.1,3.2,4.1,school,012,0120430,Western Virginia,Botetourt County,James River High
6,833,2022,17.2,3.4,20.9,19,6.6,34.8,7.7,34,44.3,43.6,16.2,40,59.3,1.3,70.7,18.6,4.1,4.5,2.3,3.5,3.6,school,012,0120440,Western Virginia,Botetourt County,Lord Botetourt High
7,322,2022,18.2,2.8,25.2,20.5,5.9,37.3,7.5,44.4,49.4,49.1,17.4,53.6,62.5,1.2,73,23.9,4.2,4.6,2.8,3.7,3.7,school,102,1020080,Southwest,Bristol City,Virginia High
8,257,2022,10.9,5.3,11.5,15.2,4.3,31.9,10.5,31.9,43.2,37,18.3,21.3,63.8,1.4,68.1,17.5,3.8,4.5,2.5,3.5,3.5,school,013,0130650,Southside,Brunswick County,Brunswick High
7,224,2022,16.7,7.6,13.8,14.7,6.7,29.9,11.2,25,41.1,38.4,12.1,44.4,59.3,1.8,77.7,20.1,4.2,4.5,2.2,3.4,3.7,school,014,0140990,Southwest,Buchanan County,Grundy High
7,59,2022,19.4,6.5,18.6,20.3,3.4,28.8,16.9,30.5,44.1,42.4,16.9,40,60,1.5,78,22,4.3,4.3,2.3,3.2,3.5,school,014,0141000,Southwest,Buchanan County,Council High
7,115,2022,13.4,1.8,10.5,13,6.1,25.2,4.3,14.8,28.7,48.7,6.1,42.9,42.9,2.3,83.5,15.7,4.7,4.9,2,2.3,4.4,school,014,0141020,Southwest,Buchanan County,Hurley High
7,91,2022,14.1,2.5,10,9.9,2.2,20.9,2.2,15.4,30.8,53.8,11,10,70,0.6,87.9,27.5,4.6,5,2.1,2.5,4.4,school,014,0141042,Southwest,Buchanan County,Twin Valley High
8,335,2022,15,5,12,17.3,3.9,31.3,6.3,27.2,36.4,43,10.1,50,64.7,1,73.7,11.9,3.9,4.4,3,3.7,3.2,school,015,0150700,Southside,Buckingham County,Buckingham County High
5,183,2022,14.7,2,8.7,20.8,5.5,32.8,6.6,38.3,43.7,49.7,13.7,36,60,1.6,74.3,10.4,4.3,4.8,2.2,3.5,4,school,103,1030062,Valley,Buena Vista City,Parry McCluer High
5,288,2022,15.5,3.3,13.9,21.2,4.2,32.3,5.9,31.2,39.9,48.3,14.2,39,58.5,1.1,83,20.1,4.3,4.6,2.4,3.6,3.5,school,016,0160200,Valley,Campbell County,Altavista High
5,537,2022,17.9,6,9.7,16,2.8,23.5,4.5,31.3,38.5,43.9,11.5,40.3,51.6,0.8,83.4,36.5,4.1,4.4,2.5,3.5,3.6,school,016,0160222,Valley,Campbell County,Rustburg High
5,200,2022,11.5,3.5,8,17.5,3.5,28.5,5.5,26,35.5,37.5,11,54.5,72.7,1.1,78.5,14.5,4,4.4,2.4,3.5,3.5,school,016,0160542,Valley,Campbell County,William Campbell High
5,730,2022,16.1,4.1,12.6,17.8,3.4,30.3,4.7,35.6,44.4,51.4,12.3,45.6,43.3,1.2,81.2,20,4.3,4.7,2.4,3.5,3.8,school,016,0160720,Valley,Campbell County,Brookville High
3,1033,2022,18.8,8,15.7,15.6,6,31,7.6,32.6,47.2,38.5,12.3,32.3,53.5,1.4,72.7,21.4,3.9,4.1,3.1,3.7,3.1,school,017,0170460,Northern Neck,Caroline County,Caroline High
7,737,2022,18.5,7.1,17.4,22.4,6.1,34.6,6.4,34.6,40.2,44.6,11.1,29.3,53.7,1.1,77.1,15.2,4.1,4.5,2.6,3.8,3.4,school,018,0181230,Southwest,Carroll County,Carroll County High
1,123,2022,12.3,7.1,16.7,29.3,8.1,35.8,17.1,32.5,44.7,35,19.5,20.8,66.7,1.4,65.9,23.6,3.7,4.1,2.9,4.1,3.1,school,019,0190100,Central Virginia,Charles City County,Charles City County High
8,375,2022,18.7,3.9,14.5,20,5.9,32,8.3,30.7,39.7,43.2,14.1,39.6,58.5,1.4,78.1,22.1,4,4.6,2.4,3.5,3.6,school,020,0200460,Southside,Charlotte County,Randolph-Henry High
5,904,2022,12.2,4.1,15.2,10.2,2.2,21.5,4.4,29.3,42.7,50.4,12.2,36.4,60,0.9,72.2,25.2,4.3,4.5,2.7,3.2,3.7,school,104,1040140,Valley,Charlottesville City,Charlottesville High
2,1623,2022,15.8,5.1,9.2,9.4,2.6,18.6,5.7,22.4,40.5,39.4,12.4,40.1,54.5,1.2,70.7,17.4,4,4.6,3,3.4,3.7,school,136,1360080,Tidewater,Chesapeake City,Oscar F. Smith High
2,1080,2022,17.7,4.7,13.9,12.2,3.9,23.7,6.2,27.7,41.1,40.6,14.1,40.8,59.9,1.3,70.1,22.3,4,4.5,3.1,3.4,3.5,school,136,1360100,Tidewater,Chesapeake City,Deep Creek High
2,1189,2022,16.8,3.6,14.8,10.8,2.3,20.4,3.9,29.5,37.5,40.6,10.2,38.8,52.1,1.1,74.5,19.7,4.2,4.6,2.6,3.4,3.8,school,136,1360120,Tidewater,Chesapeake City,Great Bridge High
2,1069,2022,16.2,4.8,10.6,12.3,3.7,22.5,5.2,27.4,44.7,39.4,15.9,43.5,55.3,1.1,68.9,19.6,4,4.4,3,3.4,3.5,school,136,1360830,Tidewater,Chesapeake City,Indian River High
2,1432,2022,17,4.3,15.4,11.9,2.9,21.2,4,30.2,42,39.6,13.9,31.7,52.8,1.1,70.3,21.5,4.1,4.5,2.8,3.4,3.7,school,136,1360840,Tidewater,Chesapeake City,Western Branch High
2,1366,2022,16.4,2.9,12.9,12.4,3.7,21.6,4.1,28.9,37.6,44.7,12.2,32.9,49.7,1,75.9,19.3,4.3,4.6,2.2,3.2,3.9,school,136,1360890,Tidewater,Chesapeake City,Hickory High
2,1407,2022,16.4,3.3,12.3,10.9,2.8,20.8,4.7,29.6,42.8,49,14,35.5,62.9,1.1,75.6,25.1,4.4,4.7,2.2,3,4.2,school,136,1360960,Tidewater,Chesapeake City,Grassfield High
1,1139,2022,13.5,9.1,8.5,8,2.3,15.5,5.2,19.7,37.8,37.5,9,52.9,52.9,1.5,77.2,17.4,4,4.5,2.7,3.1,3.7,school,021,0210010,Central Virginia,Chesterfield County,Lloyd C. Bird High
1,107,2022,12.7,6.1,9.3,13.1,6.5,15.9,8.4,18.7,43,35.5,18.7,45,65,1.5,75.7,21.5,3.8,4.8,2.3,2.8,3.9,school,021,0210030,Central Virginia,Chesterfield County,Carver College and Career Academy
1,1168,2022,11.7,3.8,9.6,8.1,2.7,15.4,4.4,19.3,31,54.7,8.5,51.5,53.5,1,78.1,26.6,4.5,4.6,2.2,3,4.1,school,021,0210320,Central Virginia,Chesterfield County,Midlothian High
1,883,2022,12.8,5.2,15,8.5,2.7,18.5,5.5,25.4,34.4,41.4,8.8,41,59,0.9,77.7,25.3,4.1,4.4,3.2,3.3,3.3,school,021,0210530,Central Virginia,Chesterfield County,Matoaca High
1,1132,2022,16.3,10.6,9.5,8.6,3.2,16.9,5.4,20.7,34.5,33.9,9.6,40.4,56.9,1.5,70.5,16.8,3.8,4.3,3.1,3.2,3.3,school,021,0210580,Central Virginia,Chesterfield County,Meadowbrook High
1,1234,2022,13.7,3.8,9.5,10.3,3.7,15.5,6.1,20.4,36.7,45,10.7,49.2,51.5,1.4,75.7,25.2,4.4,4.6,2.4,3,4.1,school,021,0210740,Central Virginia,Chesterfield County,Clover Hill High
1,1247,2022,15.4,4.6,18.3,12.8,4,21.7,5.9,31.1,41.9,45.3,11.5,53.5,61.8,0.9,76.6,26.1,4.3,4.5,2.6,3.3,3.8,school,021,0210770,Central Virginia,Chesterfield County,James River High
4,514,2022,16.3,3.7,16.2,13.8,6.6,24.9,7,31.9,38.1,41.2,10.9,44.6,50,1,70.4,13.4,4.3,4.5,2.5,3.3,3.7,school,022,0220010,Northern Virginia,Clarke County,Clarke County High
6,175,2022,15.9,3.8,11.4,18.3,8.6,33.1,5.7,32,37.7,50.9,12,33.3,76.2,1.4,76.6,16,4.1,4.6,2.5,3.5,3.6,school,107,1070350,Western Virginia,Covington City,Covington High
6,128,2022,13,4.3,7.8,18.8,3.9,35.2,4.7,22.7,41.4,35.9,13.3,29.4,70.6,1.1,73.4,17.2,4.4,4.6,2,3.3,3.7,school,023,0230011,Western Virginia,Craig County,Craig County High
4,1267,2022,21,8.2,19,18.3,5.1,28.9,7.5,33.5,41.2,35.8,14.6,35.7,58.4,1.2,69.1,16.8,3.9,4.2,3.3,3.8,3.1,school,024,0240050,Northern Virginia,Culpeper County,Eastern View High
4,832,2022,20.5,5.4,16.2,17.2,4.9,25,6.5,30.4,44.2,39.4,13.7,34.2,50,1.1,72.1,15.6,4.1,4.4,3,3.6,3.5,school,024,0240480,Northern Virginia,Culpeper County,Culpeper County High
8,253,2022,17.8,3,17.9,30,8.3,39.5,8.3,40.3,56.5,44.7,23.7,43.3,60,1.3,72.3,20.2,3.9,4.5,3,3.6,3.5,school,025,0250151,Southside,Cumberland County,Cumberland High
6,977,2022,15.8,7.9,10.2,12.3,3.8,26,6.6,24.1,44,31.6,16,36.5,64.7,1.7,67.9,15.3,3.6,4.2,3.2,3.6,3,school,108,1080210,Western Virginia,Danville City,George Washington High
6,202,2022,14.7,2,10.3,12.4,5,20.8,6.9,19.3,54,46.5,19.8,50,57.5,1.2,78.7,16.8,4.4,4.8,1.8,2.4,4.4,school,108,1081374,Western Virginia,Danville City,Galileo Magnet High
7,412,2022,22.4,5.6,14.9,20.6,2.9,36.4,6.3,31.3,46.4,46.4,15.8,52.3,66.2,1.2,80.8,20.6,4.3,4.4,2.5,3.7,3.5,school,026,0260275,Southwest,Dickenson County,Ridgeview High
1,878,2022,19.9,5.3,16,18.9,5.1,31.7,9.7,32.9,46,40.5,16.5,37.2,60.7,1.1,70.3,16.7,3.8,4.2,2.8,3.7,3.2,school,027,0270500,Central Virginia,Dinwiddie County,Dinwiddie County High
3,241,2022,15.8,3.8,10.4,18.3,6.6,27.4,5.8,33.2,43.6,39,13.3,31.2,65.6,1.2,70.1,13.7,4,4.4,2.6,3.6,3.4,school,028,0280010,Northern Neck,Essex County,Essex High
4,1589,2022,12.6,4.7,8.2,7.7,2.2,15.3,4.5,19.4,31.5,43.7,9,36.4,43.4,1,75.7,27.5,4.4,4.5,2.6,3.1,3.9,school,029,0290020,Northern Virginia,Fairfax County,Fairfax High
4,1325,2022,14.4,8.6,11,9,3.1,15.6,5,20.2,33.8,42.6,9.6,34.6,46.5,1.2,74.9,22.5,4.2,4.5,2.5,3.1,3.9,school,029,0290032,Northern Virginia,Fairfax County,Herndon High
4,1451,2022,13.5,3.8,9.1,6.3,2.3,14.5,5.4,22,30.8,52.2,9.7,41.8,51.1,1.2,80.4,38,4.5,4.6,2.2,3.2,4.1,school,029,0290090,Northern Virginia,Fairfax County,Lake Braddock Secondary
4,1989,2022,11.6,3.4,7.5,5.1,1.5,11.3,3.1,15.8,28.1,55.4,8.7,41,44.5,0.7,79.7,35,4.6,4.8,2.1,2.7,4.3,school,029,0290131,Northern Virginia,Fairfax County,Chantilly High
4,1395,2022,12.7,5.2,9.4,6.6,2.2,15.8,5.2,20.8,32,45.4,11,47.7,49.7,1,72.8,23.6,4.4,4.6,2.2,3,4.1,school,029,0290200,Northern Virginia,Fairfax County,Centreville High
4,1347,2022,12.4,8.7,9.3,6.9,2.2,14,4.8,15.2,33.6,40.2,9.3,38.4,55.2,0.9,75.6,23.1,4.3,4.6,2.5,2.9,4.1,school,029,0290660,Northern Virginia,Fairfax County,Annandale High
4,1757,2022,9.6,3.1,11.7,6.3,2,15.4,5.6,17.3,29.2,57.4,9.7,48.5,56.7,1,81.3,32.8,4.6,4.7,1.8,2.8,4.2,school,029,0290790,Northern Virginia,Fairfax County,McLean High
4,103,2022,18.4,3,5,6.8,1,13.6,4.9,13.6,50.5,63.1,24.3,76,76,1.1,81.6,27.2,4.3,5.2,1.7,2.3,4.6,school,029,0291015,Northern Virginia,Fairfax County,Interagency Alternative Secondary Center
4,1291,2022,13.2,7.7,11.9,8.9,3.3,18.1,6.5,17.3,30.6,35.7,7.1,45.7,58.7,1.2,76.7,17.7,4.3,4.5,2.5,2.9,3.9,school,029,0291020,Northern Virginia,Fairfax County,Lewis High
4,1580,2022,10.3,3.5,10.6,7.3,2.5,16.1,5.3,22.1,29.7,52.7,10.3,45.7,53.7,1,75.8,27.4,4.6,4.7,1.9,2.9,4.3,school,029,0291060,Northern Virginia,Fairfax County,Madison High
4,1590,2022,13.5,4.2,8.2,8.4,2.6,11.8,3.5,20.3,30.4,50.3,10.8,37.4,57.3,1,76.1,33.1,4.5,4.6,2,2.8,4.1,school,029,0291260,Northern Virginia,Fairfax County,Woodson High
4,1810,2022,13.6,4.7,9.6,6.7,3.4,14.8,6,20.1,33,42,11,43.2,54.8,1.2,73.3,19.8,4.5,4.6,2.3,2.9,4.1,school,029,0291270,Northern Virginia,Fairfax County,Edison High
4,1573,2022,12,3.4,9.7,7.1,2.4,13.7,4.3,18.6,30.3,53.7,10.2,42.2,55.3,0.7,81.6,31.1,4.6,4.7,2.1,2.8,4.3,school,029,0291290,Northern Virginia,Fairfax County,Marshall High
4,1411,2022,9.1,1.7,2.1,2.8,0.9,9.8,2.7,11.6,24.8,59.1,6.4,41.8,52.7,0.6,80.8,45.7,4.9,4.9,1.3,2,4.3,school,029,0291371,Northern Virginia,Fairfax County,Thomas Jefferson High for Science and Technology
4,1269,2022,9.3,4.4,12.2,8.8,3.5,17.6,6.5,19.8,26.2,52.1,11,42.9,48.6,1.1,75,30,4.6,4.6,2,2.9,4.2,school,029,0291460,Northern Virginia,Fairfax County,Langley High
4,1450,2022,11.7,4.7,8.9,5.4,1.9,14.1,3.6,19,29.2,50.6,9.4,44.1,54.4,1,79.4,27.7,4.5,4.7,2.1,2.8,4.3,school,029,0291610,Northern Virginia,Fairfax County,West Springfield High
4,1530,2022,12.2,3,6.9,4.6,1,11.2,3.1,16.7,28.6,56.1,9,44.9,51.4,0.8,79.4,33.3,4.6,4.7,2,2.8,4.2,school,029,0291710,Northern Virginia,Fairfax County,Oakton High
4,1532,2022,11.2,4.4,8.1,9.2,2,16.5,4.5,19.8,29,52,8.5,39.2,53.8,1.1,79.8,28.4,4.5,4.7,2.2,3,4.2,school,029,0291960,Northern Virginia,Fairfax County,Robinson Secondary
4,16,2022,5.6,5.4,6.2,6.2,0,12.5,0,6.2,31.2,25,18.8,0,33.3,1,75,12.5,4.1,4.7,1.7,1.8,4.8,school,029,0292213,Northern Virginia,Fairfax County,Mountain View AIM/ALC
4,1497,2022,14.1,6,9.1,5.7,1.7,14.8,4.7,21.3,32,46.4,10.1,43,56.3,1,76.4,23.2,4.4,4.6,2.6,3,4,school,029,0292228,Northern Virginia,Fairfax County,Westfield High
4,1645,2022,10.6,4.3,9.2,7.7,2.7,17.7,5.5,21,29.1,46.8,8.8,43.8,45.8,0.8,76.4,26.9,4.5,4.6,2.2,3.1,4.1,school,029,0292241,Northern Virginia,Fairfax County,South County High
4,546,2022,14.4,2,8.1,10.4,2.9,17.2,5.1,22.9,36.3,48.7,11.2,44.3,49.2,0.9,72,18.5,4.6,4.7,1.7,2.8,4.3,school,109,1090251,Northern Virginia,Falls Church City,Meridian High School
4,846,2022,13.9,3.9,19.5,16.5,5,27.1,7,35.1,41,41.4,14.8,38.4,61.6,1.1,73.2,24.3,4.2,4.4,2.1,3.2,3.8,school,030,0300510,Northern Virginia,Fauquier County,Kettle Run High
4,976,2022,16.5,4.4,17,17.1,6.2,25.8,6,29,41.5,38.7,14.2,37.4,54,1.2,74.6,30.7,4.3,4.5,2.6,3.2,4,school,030,0300701,Northern Virginia,Fauquier County,Fauquier High
4,887,2022,19.5,6.2,12.9,17.5,5.1,26.5,6,30.1,41.1,39,13,40.9,55.7,1.5,74.6,21.5,4.1,4.4,2.8,3.5,3.6,school,030,0300851,Northern Virginia,Fauquier County,Liberty High
6,475,2022,19.4,4.1,19.9,20.4,7.8,37.5,6.9,32.2,50.7,39.6,19.8,33,55.3,1.2,65.3,18.5,4.1,4.3,2.2,3.5,3.6,school,031,0310660,Western Virginia,Floyd County,Floyd County High
5,820,2022,13.2,4,18.1,15.4,3.7,27.2,5.5,31.3,45.4,41.6,15.9,37.7,50,0.9,78.4,16.6,4,4.4,3,3.6,3.4,school,032,0320260,Valley,Fluvanna County,Fluvanna County High
2,230,2022,12.7,2.4,6.7,10,3.9,26.1,3.5,21.7,41.7,33.9,11.3,57.7,46.2,1.1,70,13.9,3.9,4.5,2.3,3,3.7,school,135,1350020,Tidewater,Franklin City,Franklin High
4,856,2022,20,5.3,17.4,18.2,4.9,25.7,6,36.6,43.3,40.1,14.1,38,56.2,1.1,71.1,18.7,4.1,4.4,2.7,3.6,3.4,school,034,0340030,Northern Virginia,Frederick County,James Wood High
4,807,2022,19.5,6.8,11.5,10,3.3,23,5.2,30.1,44.4,42.5,13.3,29.9,50.5,1.1,73.9,17.7,4.4,4.6,2.4,3.2,4,school,034,0340584,Northern Virginia,Frederick County,Millbrook High
7,312,2022,17.5,5,11.4,14.1,5.4,26,6.7,22.8,45.5,44.6,10.9,47.1,55.9,1.3,81.1,17.9,4.2,4.5,2.2,3.2,3.7,school,111,1110031,Southwest,Galax City,Galax High
7,417,2022,19.7,4.8,16.1,28.5,8.4,37.2,5.8,37.6,42,42.4,13.9,37.9,62.1,1.2,78.4,21.3,3.9,4.4,2.4,3.9,3.4,school,035,0350461,Southwest,Giles County,Giles High
7,126,2022,4.7,3.2,16.8,15.9,12.7,30.2,6.3,22.2,43.7,39.7,11.9,46.7,73.3,1.7,73,24.6,4.7,5.1,1.9,2.9,4.3,school,035,0350462,Southwest,Giles County,Giles County Tech. Center
7,167,2022,18.8,3.9,12.6,26.3,7.2,35.9,4.8,31.7,47.3,46.1,15,64,64,1.2,83.2,17.4,4.5,4.9,2.6,3.2,4.2,school,035,0350470,Southwest,Giles County,Narrows High
3,1056,2022,20.1,5.9,27.5,17.5,6.2,34.1,9,40.9,49.1,39.9,18.5,32.8,62.1,1.2,68.4,22.9,3.9,4,3.1,3.9,3,school,036,0360260,Northern Neck,Gloucester County,Gloucester High
1,625,2022,14.3,2.5,19.9,18.4,5.1,32,8.3,38.9,45.6,46.2,17.6,42.7,53.6,1.4,77,22.1,4.3,4.6,2.5,3.3,3.7,school,037,0370220,Central Virginia,Goochland County,Goochland High
7,311,2022,21.1,3.6,19.6,25.7,8.4,30.2,7.7,31.5,45.3,43.4,16.1,30,64,1.1,80.7,17.7,4.3,4.6,2.5,3.5,3.7,school,038,0380421,Southwest,Grayson County,Grayson County High
5,615,2022,18.4,5.1,10.9,14.3,3.3,25.4,3.3,28.6,41.5,44.2,15,39.1,47.8,1,77.9,11.5,4.2,4.5,2.4,3.4,3.7,school,039,0390072,Valley,Greene County,William Monroe High
8,354,2022,14.8,7.4,7.8,11.6,4.5,20.9,5.6,22.9,42.1,31.9,16.7,30.5,57.6,1.3,67.5,13.3,3.5,4.1,3.4,3.6,2.7,school,040,0400200,Southside,Greensville County,Greensville County High
8,920,2022,20.3,9,13,17.4,5.3,26.1,7.3,28.9,43.5,34.8,13.9,27.3,60.9,1.5,73.2,12.4,3.8,4.3,3.3,3.9,3,school,041,0410010,Southside,Halifax County,Halifax County High
2,1088,2022,16.5,5.4,13.2,11.1,5.6,22,8,28.2,46,36.1,17.1,35.5,53.8,1.3,65.8,17.1,3.8,4.3,3.4,3.5,3.2,school,112,1120430,Tidewater,Hampton City,Bethel High
5,1219,2022,19.9,8.5,13.4,8.9,3,21.1,5.4,24.9,42.3,40.9,15.3,34.8,57.2,0.9,70.5,15.1,4.1,4.7,2.8,3.1,4,school,113,1130012,Valley,Harrisonburg City,Harrisonburg High
1,83,2022,13.8,6.4,13.6,8.4,6,18.1,8.4,20.5,26.5,42.2,7.2,50,66.7,1.5,63.9,16.9,3.6,4.5,2.4,2.8,3.7,school,043,0430040,Central Virginia,Henrico County,Academy at Virginia Randolph
1,244,2022,10.8,16.1,0,1.6,0.8,5.3,1.6,4.1,36.5,55.7,8.6,28.6,61.9,0.8,85.2,22.1,4,4.9,1.8,2.4,4.5,school,043,0430083,Central Virginia,Henrico County,Henrico Virtual Academy
1,1133,2022,15,4.1,11.8,11.1,3.4,20.1,4.8,25.7,35.7,43.7,9.6,43.1,46.8,0.8,76.3,23.3,4.4,4.6,2.6,3.1,4.1,school,043,0430096,Central Virginia,Henrico County,Glen Allen High
1,1366,2022,13.5,4.5,15.4,11.3,3.1,20.9,6,27.4,38.1,45.8,12.2,41,53,1.2,79.9,41.4,4.4,4.5,2.5,3.2,3.8,school,043,0430140,Central Virginia,Henrico County,Mills E. Godwin High
1,1167,2022,10.5,3.4,11.1,8.2,2.9,15.3,5.1,22.5,27.8,46.9,7.8,48.4,54.9,0.9,78.2,36.8,4.5,4.7,2,3,4.1,school,043,0430160,Central Virginia,Henrico County,Deep Run High
1,1060,2022,15,4.3,12.3,13.5,4.8,23.3,7.7,27.3,35.5,45.5,12.6,40.3,53.7,1,77.4,30.4,4.4,4.6,3.1,3.3,3.9,school,043,0430410,Central Virginia,Henrico County,Douglas S. Freeman High
1,1083,2022,13.7,8.3,7.4,6,1.9,13.7,5,23.8,34.5,40.4,9.7,39,58.1,1,78.7,23.1,4.3,4.5,3.1,3,4,school,043,0430600,Central Virginia,Henrico County,John Randolph Tucker High
1,931,2022,18.8,5.9,13,13.5,5.3,22.6,8.2,30.1,40.1,40.8,11.1,35,45.6,1.1,68.6,25.7,4,4.5,2.8,3.3,3.7,school,043,0430670,Central Virginia,Henrico County,Hermitage High
6,626,2022,19.2,5.6,14.7,15.8,4.6,28,5.3,28.4,44.7,43.1,17.9,42,55.4,1,72.5,16,4.1,4.6,2.6,3.6,3.6,school,044,0440010,Western Virginia,Henry County,Bassett High
6,759,2022,14.8,6,16.3,16.6,6.1,28.5,6.1,27.1,42.3,44.1,12.5,34.7,61.1,1.4,75.1,15.5,4.2,4.5,2.8,3.8,3.5,school,044,0440020,Western Virginia,Henry County,Magna Vista High
5,44,2022,15.2,0.8,15.9,27.3,11.4,36.4,4.5,22.7,31.8,50,9.1,50,50,1,84.1,22.7,4.7,4.7,1.8,2.7,3.8,school,045,0450220,Valley,Highland County,Highland High
2,316,2022,17.4,3.4,8.5,14.6,4.1,30.1,5.1,26.6,38.9,45.3,7.9,36,48,1,74.7,14.6,4.3,4.7,2.2,3.3,3.9,school,046,0460250,Tidewater,Isle of Wight County,Windsor High
3,139,2022,13,3.9,15.2,23.7,10.1,28.1,4.3,29.5,38.1,42.4,9.4,15.4,61.5,1,76.3,15.8,4,4.6,2.2,3.5,3.6,school,049,0490280,Northern Neck,King and Queen County,Central High
3,896,2022,14.8,5.6,12.3,14,4.9,22.2,5.2,31.2,40.1,42.6,13.2,31.4,50,1.1,75.6,21.2,4.2,4.7,2.5,3.4,3.9,school,048,0480120,Northern Neck,King George County,King George High
3,182,2022,16,4.7,17.1,24.2,7.7,31.3,7.1,34.1,43.4,34.1,13.2,33.3,62.5,1.5,65.9,12.6,3.9,4.3,2.5,3.4,3.2,school,051,0510010,Northern Neck,Lancaster County,Lancaster High
7,329,2022,21.5,8.7,24,26.7,6.1,39.5,6.7,37.7,47.7,35.6,17.9,42.4,55.9,1.2,78.7,18.5,4.1,4.2,3,4,2.9,school,052,0520300,Southwest,Lee County,Lee High
4,821,2022,14.3,3.9,6.7,5.8,2.3,14.7,4.9,18,32.3,51.3,7.1,43.1,44.8,0.7,82.3,28.7,4.5,4.6,2.2,2.8,4.3,school,053,0530031,Northern Virginia,Loudoun County,Dominion High
4,1021,2022,14.9,3.8,10.6,9.5,2.3,18.3,3.8,24,37.2,51.7,8.2,50,47.6,0.8,78.1,28,4.5,4.7,2.3,2.8,4.2,school,053,0530140,Northern Virginia,Loudoun County,Potomac Falls High
4,1459,2022,10.6,3,7.8,8.2,2.3,18.6,6.1,23.6,33.4,48,7.8,36,49.1,1,83.4,35.4,4.5,4.7,2.3,2.9,4.1,school,053,0530370,Northern Virginia,Loudoun County,John Champe High
4,1096,2022,12.5,4.6,11.1,9.3,2.8,17.4,4.6,23.8,32.6,42.6,8.5,49.5,52.7,1.3,81.5,28.6,4.5,4.6,2.5,3.1,3.9,school,053,0530660,Northern Virginia,Loudoun County,Loudoun County High
4,916,2022,11.1,3.2,10.8,9.6,2.5,19,5,26.5,36,48,9.2,38.1,50,0.7,79.3,38.1,4.5,4.7,2.4,2.9,4.2,school,053,0530740,Northern Virginia,Loudoun County,Broad Run High
4,915,2022,12.9,3.8,9.4,7.7,1.5,16.5,2.5,22.4,33,54.8,8.6,46.8,45.6,0.8,82.4,37.6,4.6,4.7,2.1,2.8,4.3,school,053,0530900,Northern Virginia,Loudoun County,Heritage High
4,979,2022,10.7,2.6,7.3,9.5,2.6,18.3,5.1,22.5,32.2,52,8.5,50.6,51.8,0.7,80.4,28.6,4.6,4.7,2.1,2.9,4.3,school,053,0531050,Northern Virginia,Loudoun County,Riverside High
4,924,2022,12.1,3.1,7.2,6.6,2.6,17.2,4.2,20.6,31.7,46.9,9.2,42.4,50.6,0.8,82.3,35.2,4.6,4.8,2.1,2.5,4.3,school,053,0531060,Northern Virginia,Loudoun County,Rock Ridge High
