school_year,division_number,ft_count,pt_count,total_count,locality_grouping,region_name,region_number,division_name,n_disadv_students,school_number,sch_id,school_name
2023-2024,053,1686,NA,1686,school,Northern Virginia,4,Loudoun County,154,1120,0531120,Brambleton Middle
2023-2024,053,1765,NA,1765,school,Northern Virginia,4,Loudoun County,214,0420,0530420,Briar Woods High
2023-2024,053,1589,1,1590,school,Northern Virginia,4,Loudoun County,429,0740,0530740,Broad Run High
2023-2024,053,810,NA,810,school,Northern Virginia,4,Loudoun County,96,0450,0530450,Buffalo Trail Elementary
2023-2024,053,877,NA,877,school,Northern Virginia,4,Loudoun County,144,0460,0530460,Cardinal Ridge Elementary
2023-2024,053,590,NA,590,school,Northern Virginia,4,Loudoun County,144,0710,0530710,Catoctin Elementary
2023-2024,053,698,NA,698,school,Northern Virginia,4,Loudoun County,159,0840,0530840,Cedar Lane Elementary
2023-2024,053,601,NA,601,school,Northern Virginia,4,Loudoun County,285,0160,0530160,Cool Spring Elementary
2023-2024,053,641,NA,641,school,Northern Virginia,4,Loudoun County,289,0890,0530890,Countryside Elementary
2023-2024,053,833,NA,833,school,Northern Virginia,4,Loudoun County,157,0540,0530540,Creighton's Corner Elementary
2023-2024,053,692,NA,692,school,Northern Virginia,4,Loudoun County,213,1000,0531000,Discovery Elementary
2023-2024,053,1484,NA,1484,school,Northern Virginia,4,Loudoun County,685,0031,0530031,Dominion High
2023-2024,053,577,NA,577,school,Northern Virginia,4,Loudoun County,250,0470,0530470,Dominion Trail Elementary
2023-2024,053,1279,NA,1279,school,Northern Virginia,4,Loudoun County,140,0880,0530880,Eagle Ridge Middle
2023-2024,053,1018,NA,1018,school,Northern Virginia,4,Loudoun County,111,1151,0531151,Elaine E. Thompson Elementary
2023-2024,053,420,NA,420,school,Northern Virginia,4,Loudoun County,49,0730,0530730,Emerick Elementary
2023-2024,053,571,NA,571,school,Northern Virginia,4,Loudoun County,172,0190,0530190,Evergreen Mill Elementary
2023-2024,053,983,1,984,school,Northern Virginia,4,Loudoun County,302,0210,0530210,Farmwell Station Middle
2023-2024,053,537,NA,537,school,Northern Virginia,4,Loudoun County,357,0970,0530970,Forest Grove Elementary
2023-2024,053,641,NA,641,school,Northern Virginia,4,Loudoun County,302,0091,0530091,Richard and Mildred Loving Elementary
2023-2024,053,532,32,564,school,Northern Virginia,4,Loudoun County,295,0530,0530530,Frederick Douglass Elementary
2023-2024,053,1971,NA,1971,school,Northern Virginia,4,Loudoun County,297,0120,0530120,Freedom High
2023-2024,053,976,NA,976,school,Northern Virginia,4,Loudoun County,74,0371,0530371,Goshen Post Elementary
2023-2024,053,538,NA,538,school,Northern Virginia,4,Loudoun County,423,0720,0530720,Guilford Elementary
2023-2024,053,168,NA,168,school,Northern Virginia,4,Loudoun County,19,0230,0530230,Hamilton Elementary
2023-2024,053,1139,1,1140,school,Northern Virginia,4,Loudoun County,135,0921,0530921,Harmony Middle
2023-2024,053,880,1,881,school,Northern Virginia,4,Loudoun County,277,0520,0530520,Harper Park Middle
2023-2024,053,1510,31,1541,school,Northern Virginia,4,Loudoun County,512,0900,0530900,Heritage High
2023-2024,053,144,NA,144,school,Northern Virginia,4,Loudoun County,NA,0111,0530111,Hillsboro Charter Academy
2023-2024,053,685,NA,685,school,Northern Virginia,4,Loudoun County,103,0400,0530400,Hillside Elementary
2023-2024,053,480,NA,480,school,Northern Virginia,4,Loudoun County,113,0820,0530820,Horizon Elementary
2023-2024,053,961,NA,961,school,Northern Virginia,4,Loudoun County,48,1131,0531131,Hovatter Elementary
2023-2024,053,660,55,715,school,Northern Virginia,4,Loudoun County,211,0960,0530960,Hutchison Farm Elementary
2023-2024,053,2077,3,2080,school,Northern Virginia,4,Loudoun County,192,1110,0531110,Independence High
2023-2024,053,874,NA,874,school,Northern Virginia,4,Loudoun County,240,0020,0530020,J. Lupton Simpson Middle
2023-2024,053,1235,1,1236,school,Northern Virginia,4,Loudoun County,203,0580,0530580,J. Michael Lunsford Middle
2023-2024,053,1744,NA,1744,school,Northern Virginia,4,Loudoun County,339,0370,0530370,John Champe High
2023-2024,053,615,NA,615,school,Northern Virginia,4,Loudoun County,159,0950,0530950,John W. Tolbert Jr. Elementary
2023-2024,053,403,NA,403,school,Northern Virginia,4,Loudoun County,38,0600,0530600,Kenneth W.Culbert Elementary
2023-2024,053,423,NA,423,school,Northern Virginia,4,Loudoun County,192,0080,0530080,Leesburg Elementary
2023-2024,053,636,NA,636,school,Northern Virginia,4,Loudoun County,72,0430,0530430,Legacy Elementary
2023-2024,053,871,NA,871,school,Northern Virginia,4,Loudoun County,148,0560,0530560,Liberty Elementary
2023-2024,053,1927,NA,1927,school,Northern Virginia,4,Loudoun County,189,1130,0531130,Lightridge High
2023-2024,053,92,NA,92,school,Northern Virginia,4,Loudoun County,NA,0290,0530290,Lincoln Elementary
2023-2024,053,709,NA,709,school,Northern Virginia,4,Loudoun County,86,0860,0530860,Little River Elementary
2023-2024,053,1407,2,1409,school,Northern Virginia,4,Loudoun County,323,0660,0530660,Loudoun County High
2023-2024,053,1178,1,1179,school,Northern Virginia,4,Loudoun County,189,0680,0530680,Loudoun Valley High
2023-2024,053,509,NA,509,school,Northern Virginia,4,Loudoun County,77,0780,0530780,Lovettsville Elementary
2023-2024,053,541,NA,541,school,Northern Virginia,4,Loudoun County,106,0500,0530500,Lowes Island Elementary
2023-2024,053,260,NA,260,school,Northern Virginia,4,Loudoun County,69,0130,0530130,Lucketts Elementary
2023-2024,053,874,NA,874,school,Northern Virginia,4,Loudoun County,75,1030,0531030,Madison's Trust Elementary
2023-2024,053,396,62,458,school,Northern Virginia,4,Loudoun County,243,0070,0530070,Meadowland Elementary
2023-2024,053,1444,NA,1444,school,Northern Virginia,4,Loudoun County,269,0320,0530320,Gum Spring Middle
2023-2024,053,137,NA,137,school,Northern Virginia,4,Loudoun County,NA,1200,0531200,Middleburg Community Charter
2023-2024,053,648,NA,648,school,Northern Virginia,4,Loudoun County,44,0910,0530910,Mill Run Elementary
2023-2024,053,951,NA,951,school,Northern Virginia,4,Loudoun County,191,0380,0530380,Moorefield Station Elementary
2023-2024,053,664,NA,664,school,Northern Virginia,4,Loudoun County,100,0980,0530980,Mountain View Elementary
2023-2024,053,515,64,579,school,Northern Virginia,4,Loudoun County,126,0270,0530270,Newton-Lee Elementary
2023-2024,053,1443,NA,1443,school,Northern Virginia,4,Loudoun County,966,0060,0530060,Park View High
2023-2024,053,849,NA,849,school,Northern Virginia,4,Loudoun County,128,0340,0530340,Pinebrook Elementary
2023-2024,053,1686,NA,1686,school,Northern Virginia,4,Loudoun County,592,0140,0530140,Potomac Falls High
2023-2024,053,582,NA,582,school,Northern Virginia,4,Loudoun County,334,0250,0530250,Potowmack Elementary
2023-2024,053,1201,NA,1201,school,Northern Virginia,4,Loudoun County,474,0930,0530930,River Bend Middle
2023-2024,053,1753,2,1755,school,Northern Virginia,4,Loudoun County,304,1050,0531050,Riverside High
2023-2024,053,1536,1,1537,school,Northern Virginia,4,Loudoun County,303,1060,0531060,Rock Ridge High
2023-2024,053,516,64,580,school,Northern Virginia,4,Loudoun County,390,0040,0530040,Rolling Ridge Elementary
2023-2024,053,801,NA,801,school,Northern Virginia,4,Loudoun County,99,0550,0530550,Rosa Lee Carter Elementary
2023-2024,053,578,NA,578,school,Northern Virginia,4,Loudoun County,64,0180,0530180,Round Hill Elementary
2023-2024,053,459,NA,459,school,Northern Virginia,4,Loudoun County,105,0240,0530240,Sanders Corner Elementary
2023-2024,053,527,NA,527,school,Northern Virginia,4,Loudoun County,77,0870,0530870,Seldens Landing Elementary
2023-2024,053,868,NA,868,school,Northern Virginia,4,Loudoun County,374,0030,0530030,Seneca Ridge Middle
2023-2024,053,869,NA,869,school,Northern Virginia,4,Loudoun County,303,0090,0530090,Smart's Mill Middle
2023-2024,053,418,NA,418,school,Northern Virginia,4,Loudoun County,266,0690,0530690,Sterling Elementary
2023-2024,053,947,NA,947,school,Northern Virginia,4,Loudoun County,653,0760,0530760,Sterling Middle
2023-2024,053,688,NA,688,school,Northern Virginia,4,Loudoun County,245,0350,0530350,Steuart W. Weller Elementary
2023-2024,053,1700,3,1703,school,Northern Virginia,4,Loudoun County,278,0850,0530850,Stone Bridge High
2023-2024,053,1163,NA,1163,school,Northern Virginia,4,Loudoun County,202,0570,0530570,Stone Hill Middle
2023-2024,053,472,NA,472,school,Northern Virginia,4,Loudoun County,346,0010,0530010,Sugarland Elementary
2023-2024,053,469,NA,469,school,Northern Virginia,4,Loudoun County,359,0750,0530750,Sully Elementary
2023-2024,053,456,NA,456,school,Northern Virginia,4,Loudoun County,50,0280,0530280,Sycolin Creek Elementary
2023-2024,053,1160,NA,1160,school,Northern Virginia,4,Loudoun County,210,1040,0531040,Trailside Middle
2023-2024,053,1440,2,1442,school,Northern Virginia,4,Loudoun County,519,0200,0530200,Tuscarora High
2023-2024,053,51,NA,51,school,Northern Virginia,4,Loudoun County,43,0532,0530532,W.O. Robey High
2023-2024,053,238,NA,238,school,Northern Virginia,4,Loudoun County,19,0700,0530700,Waterford Elementary
2023-2024,053,665,NA,665,school,Northern Virginia,4,Loudoun County,75,1140,0531140,Waxpool Elementary
2023-2024,053,1626,NA,1626,school,Northern Virginia,4,Loudoun County,141,0360,0530360,Willard Middle
2023-2024,053,1544,5,1549,school,Northern Virginia,4,Loudoun County,211,0590,0530590,Woodgrove High
2023-2024,054,644,NA,644,school,Valley,5,Louisa County,305,0660,0540660,Jouett Elementary
2023-2024,054,1617,NA,1617,school,Valley,5,Louisa County,664,0602,0540602,Louisa County High
2023-2024,054,1168,NA,1168,school,Valley,5,Louisa County,512,0601,0540601,Louisa County Middle
2023-2024,054,589,NA,589,school,Valley,5,Louisa County,193,0080,0540080,Moss-Nuckols Elementary
2023-2024,054,648,NA,648,school,Valley,5,Louisa County,351,0610,0540610,Thomas Jefferson Elementary
2023-2024,054,545,NA,545,school,Valley,5,Louisa County,251,0641,0540641,Trevilians Elementary
2023-2024,055,490,NA,490,school,Southside,8,Lunenburg County,269,0560,0550560,Central High
2023-2024,055,359,NA,359,school,Southside,8,Lunenburg County,233,0240,0550240,Kenbridge Elementary
2023-2024,055,333,NA,333,school,Southside,8,Lunenburg County,201,0171,0550171,Lunenburg Middle
2023-2024,055,400,NA,400,school,Southside,8,Lunenburg County,276,0140,0550140,Victoria Elementary
2023-2024,115,412,9,421,school,Valley,5,Lynchburg City,224,0290,1150290,Bedford Hills Elementary
2023-2024,115,180,5,185,school,Valley,5,Lynchburg City,161,0070,1150070,Dearington Elementary/Innovation
2023-2024,115,1257,NA,1257,school,Valley,5,Lynchburg City,678,0260,1150260,E.C. Glass High
2023-2024,115,454,13,467,school,Valley,5,Lynchburg City,333,1102,1151102,Heritage Elementary
2023-2024,115,1080,NA,1080,school,Valley,5,Lynchburg City,718,0130,1150130,Heritage High
2023-2024,115,378,3,381,school,Valley,5,Lynchburg City,289,0360,1150360,Linkhorne Elementary
2023-2024,115,566,NA,566,school,Valley,5,Lynchburg City,361,0350,1150350,Linkhorne Middle
2023-2024,115,533,NA,533,school,Valley,5,Lynchburg City,326,0170,1150170,Paul Laurence Dunbar Middle for Innovation
2023-2024,115,344,5,349,school,Valley,5,Lynchburg City,149,0330,1150330,Paul Munro Elementary
2023-2024,115,357,3,360,school,Valley,5,Lynchburg City,263,0270,1150270,Perrymont Elementary
2023-2024,115,466,6,472,school,Valley,5,Lynchburg City,356,0190,1150190,Robert S. Payne Elementary
2023-2024,115,335,10,345,school,Valley,5,Lynchburg City,214,0370,1150370,Sandusky Elementary
2023-2024,115,543,NA,543,school,Valley,5,Lynchburg City,406,0340,1150340,Sandusky Middle
2023-2024,115,432,10,442,school,Valley,5,Lynchburg City,329,0300,1150300,Sheffield Elementary
2023-2024,115,194,NA,194,school,Valley,5,Lynchburg City,120,0090,1150090,NA
2023-2024,115,196,4,200,school,Valley,5,Lynchburg City,156,0250,1150250,William M. Bass Elementary
2023-2024,056,538,1,539,school,Northern Virginia,4,Madison County,217,0221,0560221,Madison County High
2023-2024,056,380,1,381,school,Northern Virginia,4,Madison County,194,0230,0560230,Madison Primary
2023-2024,056,346,NA,346,school,Northern Virginia,4,Madison County,161,0200,0560200,Waverly Yowell Elementary
2023-2024,056,405,NA,405,school,Northern Virginia,4,Madison County,163,0222,0560222,William H. Wetsel Middle
2023-2024,143,618,69,687,school,Northern Virginia,4,Manassas City,321,0470,1430470,Baldwin Elementary
2023-2024,143,251,1,252,school,Northern Virginia,4,Manassas City,126,0471,1430471,Baldwin Intermediate
2023-2024,143,479,64,543,school,Northern Virginia,4,Manassas City,227,0060,1430060,George Carr Round Elementary
2023-2024,143,1076,NA,1076,school,Northern Virginia,4,Manassas City,497,0070,1430070,Grace E. Metz Middle
2023-2024,143,578,73,651,school,Northern Virginia,4,Manassas City,312,0310,1430310,Jennie Dean Elementary
2023-2024,143,861,NA,861,school,Northern Virginia,4,Manassas City,433,0080,1430080,Mayfield Intermediate
2023-2024,143,2335,NA,2335,school,Northern Virginia,4,Manassas City,1056,0370,1430370,Osbourn High
2023-2024,143,596,58,654,school,Northern Virginia,4,Manassas City,284,0020,1430020,Richard C. Haydon Elementary
2023-2024,143,556,61,617,school,Northern Virginia,4,Manassas City,266,0010,1430010,Weems Elementary
2023-2024,144,828,NA,828,school,Northern Virginia,4,Manassas Park City,477,0522,1440522,Cougar Elementary
2023-2024,144,695,NA,695,school,Northern Virginia,4,Manassas Park City,353,0420,1440420,Manassas Park Elementary
2023-2024,144,1128,NA,1128,school,Northern Virginia,4,Manassas Park City,542,0030,1440030,Manassas Park High
2023-2024,144,759,NA,759,school,Northern Virginia,4,Manassas Park City,399,0031,1440031,Manassas Park Middle
2023-2024,116,402,NA,402,school,Western Virginia,6,Martinsville City,324,0222,1160222,Albert Harris Elementary
2023-2024,116,114,NA,114,school,Western Virginia,6,Martinsville City,69,0224,1160224,Clearview Early Learning Center
2023-2024,116,558,NA,558,school,Western Virginia,6,Martinsville City,385,0110,1160110,Martinsville High
2023-2024,116,389,NA,389,school,Western Virginia,6,Martinsville City,307,0010,1160010,Martinsville Middle
2023-2024,116,344,NA,344,school,Western Virginia,6,Martinsville City,252,0223,1160223,Patrick Henry Elementary
2023-2024,057,298,NA,298,school,Northern Neck,3,Mathews County,135,0291,0570291,Mathews Elementary
2023-2024,057,298,NA,298,school,Northern Neck,3,Mathews County,94,0190,0570190,Mathews High
2023-2024,057,245,NA,245,school,Northern Neck,3,Mathews County,100,0100,0570100,Thomas Hunter Middle
2023-2024,058,409,NA,409,school,Southside,8,Mecklenburg County,303,0910,0580910,Chase City Elementary
2023-2024,058,430,NA,430,school,Southside,8,Mecklenburg County,220,1000,0581000,Clarksville Elementary
2023-2024,058,366,NA,366,school,Southside,8,Mecklenburg County,366,1020,0581020,LaCrosse Elementary
2023-2024,058,1155,1,1156,school,Southside,8,Mecklenburg County,610,1041,0581041,Mecklenburg County High
2023-2024,058,816,NA,816,school,Southside,8,Mecklenburg County,503,1040,0581040,Mecklenburg County Middle
2023-2024,058,761,NA,761,school,Southside,8,Mecklenburg County,470,0190,0580190,South Hill Elementary
2023-2024,059,600,NA,600,school,Northern Neck,3,Middlesex County,398,0291,0590291,Middlesex Elementary
2023-2024,059,356,NA,356,school,Northern Neck,3,Middlesex County,226,0090,0590090,Middlesex High
2023-2024,059,270,NA,270,school,Northern Neck,3,Middlesex County,181,0140,0590140,St. Clare Walker Middle
2023-2024,060,561,NA,561,school,Western Virginia,6,Montgomery County,252,0902,0600902,Auburn Elementary
2023-2024,060,390,NA,390,school,Western Virginia,6,Montgomery County,161,0650,0600650,Auburn High
2023-2024,060,308,NA,308,school,Western Virginia,6,Montgomery County,132,0903,0600903,Auburn Middle
2023-2024,060,237,NA,237,school,Western Virginia,6,Montgomery County,107,0700,0600700,Belview Elementary
2023-2024,060,1314,NA,1314,school,Western Virginia,6,Montgomery County,269,0760,0600760,Blacksburg High
2023-2024,060,995,NA,995,school,Western Virginia,6,Montgomery County,232,0710,0600710,Blacksburg Middle
2023-2024,060,419,NA,419,school,Western Virginia,6,Montgomery County,168,0740,0600740,Christiansburg Elementary
2023-2024,060,1069,NA,1069,school,Western Virginia,6,Montgomery County,409,0770,0600770,Christiansburg High
2023-2024,060,763,NA,763,school,Western Virginia,6,Montgomery County,307,0671,0600671,Christiansburg Middle
2023-2024,060,389,NA,389,school,Western Virginia,6,Montgomery County,173,0780,0600780,Christiansburg Primary
2023-2024,060,373,NA,373,school,Western Virginia,6,Montgomery County,240,0030,0600030,Eastern Montgomery Elementary
2023-2024,060,261,NA,261,school,Western Virginia,6,Montgomery County,152,0904,0600904,Eastern Montgomery High
2023-2024,060,569,NA,569,school,Western Virginia,6,Montgomery County,266,0600,0600600,Falling Branch Elementary
2023-2024,060,312,NA,312,school,Western Virginia,6,Montgomery County,73,0750,0600750,Gilbert Linkous Elementary
2023-2024,060,282,NA,282,school,Western Virginia,6,Montgomery County,55,0010,0600010,Harding Avenue Elementary
2023-2024,060,370,NA,370,school,Western Virginia,6,Montgomery County,69,0901,0600901,Kipps Elementary
2023-2024,060,315,NA,315,school,Western Virginia,6,Montgomery County,96,0730,0600730,Margaret Beeks Elementary
2023-2024,060,452,NA,452,school,Western Virginia,6,Montgomery County,213,0210,0600210,Prices Fork Elementary
2023-2024,060,212,NA,212,school,Western Virginia,6,Montgomery County,145,0290,0600290,Shawsville Middle
2023-2024,062,485,NA,485,school,Valley,5,Nelson County,293,0710,0620710,Nelson County High
